scenario,checkpoint_interval,payload_size,repeat_id,ticket_seq,client_seq,server_seq,recovery_floor,ticket_last_seq,server_last_seq_before,server_last_seq_after,server_last_mem_before,server_last_mem_after,request_auth_ok,response_auth_ok,response_verify_reason,nonce_match,nonce_consumed,race_winner_count,state_unchanged,success,reason,recovery_latency_ms
control,200,128,23,100,100,100,100,100,100,100,7a8892c47a5d978793257f725f4dc0fa91822a5cc893a14d6c9a8b3a012e6aa6,7a8892c47a5d978793257f725f4dc0fa91822a5cc893a14d6c9a8b3a012e6aa6,True,True,ok,True,True,0,True,True,ok,0.194
ack_loss,200,128,23,100,100,149,100,100,149,149,d73eb5a2ba29153692b2a73962378b3d6392cd33d9c18f430ee3a42157df8117,d73eb5a2ba29153692b2a73962378b3d6392cd33d9c18f430ee3a42157df8117,True,True,ok,True,True,0,True,True,ok,0.199
old_ticket_within_window,200,128,23,100,100,199,100,100,199,199,a57211914d666d7568200466195a12eee41bb3fcd7f96f105a8e6c23c064cfe6,a57211914d666d7568200466195a12eee41bb3fcd7f96f105a8e6c23c064cfe6,True,True,ok,True,True,0,True,True,ok,0.212
below_floor,200,128,23,100,100,200,200,100,200,200,9e70ca58fc651f5039c780e6cd9c27decb3231c292f6cb6de52a18f8ed90f722,9e70ca58fc651f5039c780e6cd9c27decb3231c292f6cb6de52a18f8ed90f722,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.15
control,200,128,24,100,100,100,100,100,100,100,93907a6fb4dc0fdd523378d543bbb84dd456695b5d4d0a173854f9cc9060a11a,93907a6fb4dc0fdd523378d543bbb84dd456695b5d4d0a173854f9cc9060a11a,True,True,ok,True,True,0,True,True,ok,0.175
ack_loss,200,128,24,100,100,149,100,100,149,149,d1a888505c6d7bc3113c57296a06319417e45cda7e7dcfdf1b840b27259facfe,d1a888505c6d7bc3113c57296a06319417e45cda7e7dcfdf1b840b27259facfe,True,True,ok,True,True,0,True,True,ok,0.177
old_ticket_within_window,200,128,24,100,100,199,100,100,199,199,02ea315c6765823c311f6ec6f7a952c89d2c3a8e17c6c7142eb2880305d005c9,02ea315c6765823c311f6ec6f7a952c89d2c3a8e17c6c7142eb2880305d005c9,True,True,ok,True,True,0,True,True,ok,0.206
below_floor,200,128,24,100,100,200,200,100,200,200,a9f1a5d2347e5efa8d9b2e25c6b4f0e6c1b3649e868ef5d7127de9bdb018e3ff,a9f1a5d2347e5efa8d9b2e25c6b4f0e6c1b3649e868ef5d7127de9bdb018e3ff,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.145
control,200,128,25,100,100,100,100,100,100,100,734fdb70e81d232b2dfa89048d64554ed83b34d1206582ec7274cc56386b8c6f,734fdb70e81d232b2dfa89048d64554ed83b34d1206582ec7274cc56386b8c6f,True,True,ok,True,True,0,True,True,ok,0.192
ack_loss,200,128,25,100,100,149,100,100,149,149,c2013ac1a7d50bcf7fbe8ccb9f836acc7ef02a94881668fded37b6d1afca54d2,c2013ac1a7d50bcf7fbe8ccb9f836acc7ef02a94881668fded37b6d1afca54d2,True,True,ok,True,True,0,True,True,ok,0.399
old_ticket_within_window,200,128,25,100,100,199,100,100,199,199,6bbb48ae835f9cd57089873ff4013e2970680b83b26f08573754777c24bc3e9f,6bbb48ae835f9cd57089873ff4013e2970680b83b26f08573754777c24bc3e9f,True,True,ok,True,True,0,True,True,ok,1.234
below_floor,200,128,25,100,100,200,200,100,200,200,bf49e47ebdc076166c1e73f7dab7dc1b93e3878a260333c0a938ecc92c5fcf41,bf49e47ebdc076166c1e73f7dab7dc1b93e3878a260333c0a938ecc92c5fcf41,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.222
control,200,128,26,100,100,100,100,100,100,100,c6e35b65e17a6061629d25df1c9be6a919014381a5641233952a0cfdd1f929e9,c6e35b65e17a6061629d25df1c9be6a919014381a5641233952a0cfdd1f929e9,True,True,ok,True,True,0,True,True,ok,0.182
ack_loss,200,128,26,100,100,149,100,100,149,149,6ea9072253bbb415241be71de7bf8e693a7877d8ce7e8dfc694a8c28660245c6,6ea9072253bbb415241be71de7bf8e693a7877d8ce7e8dfc694a8c28660245c6,True,True,ok,True,True,0,True,True,ok,0.216
old_ticket_within_window,200,128,26,100,100,199,100,100,199,199,f4418f591dedf8c2f074b7edea24b1e1c09973b0457b81c3d518ff5b7bcfd250,f4418f591dedf8c2f074b7edea24b1e1c09973b0457b81c3d518ff5b7bcfd250,True,True,ok,True,True,0,True,True,ok,0.215
below_floor,200,128,26,100,100,200,200,100,200,200,d04ea3f8b6399a070bbd5903c9665c242ed421fc14e9a9a3fafff5e07699816f,d04ea3f8b6399a070bbd5903c9665c242ed421fc14e9a9a3fafff5e07699816f,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.211
control,200,128,27,100,100,100,100,100,100,100,0d516610b0f138223bf56afb9812f9f3ec5cfd681b083c3e85f21a8fd81aafb3,0d516610b0f138223bf56afb9812f9f3ec5cfd681b083c3e85f21a8fd81aafb3,True,True,ok,True,True,0,True,True,ok,0.247
ack_loss,200,128,27,100,100,149,100,100,149,149,641824edb8f62513cf6698fb31990d769de816fde00858ee49863061c5937102,641824edb8f62513cf6698fb31990d769de816fde00858ee49863061c5937102,True,True,ok,True,True,0,True,True,ok,0.246
old_ticket_within_window,200,128,27,100,100,199,100,100,199,199,41f734d6c75091b0073fb8667476f82f64eb480f39bb6286eea8c6a203eb097f,41f734d6c75091b0073fb8667476f82f64eb480f39bb6286eea8c6a203eb097f,True,True,ok,True,True,0,True,True,ok,0.281
below_floor,200,128,27,100,100,200,200,100,200,200,b6ee8b6663e728009ed319dd69ff081778ec6befdf106b6fc5fa84bfd0f1e12a,b6ee8b6663e728009ed319dd69ff081778ec6befdf106b6fc5fa84bfd0f1e12a,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.169
control,200,128,28,100,100,100,100,100,100,100,9263346b6641c49de9098f631fcdafaf690d8b97cd2721b82c5cf62b59db305d,9263346b6641c49de9098f631fcdafaf690d8b97cd2721b82c5cf62b59db305d,True,True,ok,True,True,0,True,True,ok,0.185
ack_loss,200,128,28,100,100,149,100,100,149,149,991be53f02bc9ec7fd58b894055a57bbb63e8d5da623b58fa443673314191c2a,991be53f02bc9ec7fd58b894055a57bbb63e8d5da623b58fa443673314191c2a,True,True,ok,True,True,0,True,True,ok,0.253
old_ticket_within_window,200,128,28,100,100,199,100,100,199,199,a862fc770b2451e39cdce4f344fb46fe0b5ff4029ffa35c0a251be9692ed432e,a862fc770b2451e39cdce4f344fb46fe0b5ff4029ffa35c0a251be9692ed432e,True,True,ok,True,True,0,True,True,ok,0.249
below_floor,200,128,28,100,100,200,200,100,200,200,f74d11e8ba115e44a6d02b04d2e7712c9795d01237557408dd282fee7b72f750,f74d11e8ba115e44a6d02b04d2e7712c9795d01237557408dd282fee7b72f750,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.257
control,200,128,29,100,100,100,100,100,100,100,25bfe3af7596554fc9f47a943150014e65f9139fbcdae4d1316f775e0a10d9c8,25bfe3af7596554fc9f47a943150014e65f9139fbcdae4d1316f775e0a10d9c8,True,True,ok,True,True,0,True,True,ok,0.518
ack_loss,200,128,29,100,100,149,100,100,149,149,e21b70efd07d6724c08626191553496f536b4d5fc2cf6430b9476989012aa7f4,e21b70efd07d6724c08626191553496f536b4d5fc2cf6430b9476989012aa7f4,True,True,ok,True,True,0,True,True,ok,0.208
old_ticket_within_window,200,128,29,100,100,199,100,100,199,199,a5e08ecba862afaababec63c41d1ad6177b74eeef207204264af75df52c92201,a5e08ecba862afaababec63c41d1ad6177b74eeef207204264af75df52c92201,True,True,ok,True,True,0,True,True,ok,0.212
below_floor,200,128,29,100,100,200,200,100,200,200,ac41f9b38e7f4476e6a116da0bf3a6d03143f7685e9f10d194cef99110044ad5,ac41f9b38e7f4476e6a116da0bf3a6d03143f7685e9f10d194cef99110044ad5,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.211
control,200,128,30,100,100,100,100,100,100,100,e904be193b91b60a1a64461f447c7c08cb04efd4eeb9906453396f0b9dfced4b,e904be193b91b60a1a64461f447c7c08cb04efd4eeb9906453396f0b9dfced4b,True,True,ok,True,True,0,True,True,ok,0.179
ack_loss,200,128,30,100,100,149,100,100,149,149,698f640bd05a1dc8378d4c248a891e0f9a8150257a1f1c874f67e090a6fbbfbe,698f640bd05a1dc8378d4c248a891e0f9a8150257a1f1c874f67e090a6fbbfbe,True,True,ok,True,True,0,True,True,ok,0.194
old_ticket_within_window,200,128,30,100,100,199,100,100,199,199,f8eb4b0f7303b0314a874d599713944d507b717d7766aa664c1c72a5336947df,f8eb4b0f7303b0314a874d599713944d507b717d7766aa664c1c72a5336947df,True,True,ok,True,True,0,True,True,ok,0.21
below_floor,200,128,30,100,100,200,200,100,200,200,05172acf50a1f5acfe2e8b5c7f9c1d7293fd59106c198066840bae68cdc96df7,05172acf50a1f5acfe2e8b5c7f9c1d7293fd59106c198066840bae68cdc96df7,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.135
control,200,512,1,100,100,100,100,100,100,100,188526b66b7ce3e0d8c084f36fcb44a0e14d10970f7af7083faa9355eabfefda,188526b66b7ce3e0d8c084f36fcb44a0e14d10970f7af7083faa9355eabfefda,True,True,ok,True,True,0,True,True,ok,0.174
ack_loss,200,512,1,100,100,149,100,100,149,149,ebf196b04c2c4532df81aab776307550e70ad1c4a19a8e0b0dbbb6644ff1f7ba,ebf196b04c2c4532df81aab776307550e70ad1c4a19a8e0b0dbbb6644ff1f7ba,True,True,ok,True,True,0,True,True,ok,0.221
old_ticket_within_window,200,512,1,100,100,199,100,100,199,199,01815b159fd692cf291f7e6f64789bde7f57c5bd68ac90bbfb0bca53961b520c,01815b159fd692cf291f7e6f64789bde7f57c5bd68ac90bbfb0bca53961b520c,True,True,ok,True,True,0,True,True,ok,0.194
below_floor,200,512,1,100,100,200,200,100,200,200,b6e5fba52ba0375a75c147dcc9ee25769123a9fa64e3495e561d45124fc4456c,b6e5fba52ba0375a75c147dcc9ee25769123a9fa64e3495e561d45124fc4456c,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.145
control,200,512,2,100,100,100,100,100,100,100,2dc559a4bc92a1d89d58933c2bb2041e9c604b84e3c5880985cb2e8753d149c9,2dc559a4bc92a1d89d58933c2bb2041e9c604b84e3c5880985cb2e8753d149c9,True,True,ok,True,True,0,True,True,ok,11.555
ack_loss,200,512,2,100,100,149,100,100,149,149,4c6a78675a06d92e9dc47b2bf8e19963050f728edd822b14f076bd6cee1a3017,4c6a78675a06d92e9dc47b2bf8e19963050f728edd822b14f076bd6cee1a3017,True,True,ok,True,True,0,True,True,ok,0.178
old_ticket_within_window,200,512,2,100,100,199,100,100,199,199,ff2b26e91cff6d3618b0787dfb4d3683588b27c76c7d313f0db9fcf7d835758e,ff2b26e91cff6d3618b0787dfb4d3683588b27c76c7d313f0db9fcf7d835758e,True,True,ok,True,True,0,True,True,ok,0.191
below_floor,200,512,2,100,100,200,200,100,200,200,7176fb3256956e396f85abab525a4aeed86231977526c1614192d1ebf10fab1f,7176fb3256956e396f85abab525a4aeed86231977526c1614192d1ebf10fab1f,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.141
control,200,512,3,100,100,100,100,100,100,100,fb5911dbb92983e456f03e73ffa5ca10549615feedd2915150fec9bb0bcb3d6e,fb5911dbb92983e456f03e73ffa5ca10549615feedd2915150fec9bb0bcb3d6e,True,True,ok,True,True,0,True,True,ok,0.193
ack_loss,200,512,3,100,100,149,100,100,149,149,be91b31b5b231b5e170473cf175be5ff60115afab9b946dcfe68cf47f5a602e1,be91b31b5b231b5e170473cf175be5ff60115afab9b946dcfe68cf47f5a602e1,True,True,ok,True,True,0,True,True,ok,0.217
old_ticket_within_window,200,512,3,100,100,199,100,100,199,199,2af8a1fadf6d69c25383199c05f98e256ef4349542ebb43c3e6c65530ae75c5c,2af8a1fadf6d69c25383199c05f98e256ef4349542ebb43c3e6c65530ae75c5c,True,True,ok,True,True,0,True,True,ok,0.232
below_floor,200,512,3,100,100,200,200,100,200,200,21e1db5ca54c312ebb2d10c864bd3055facf806f3fd7da3ccd2f2decfcc7704f,21e1db5ca54c312ebb2d10c864bd3055facf806f3fd7da3ccd2f2decfcc7704f,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.141
control,200,512,4,100,100,100,100,100,100,100,bb60cb9d5fbb5474575bba7149c951cdac6a36ccf79a00b0cccd08afbf65302e,bb60cb9d5fbb5474575bba7149c951cdac6a36ccf79a00b0cccd08afbf65302e,True,True,ok,True,True,0,True,True,ok,0.267
ack_loss,200,512,4,100,100,149,100,100,149,149,8a0ac94c0816cee64021c9c285d81ca7ffdf34ce02bc8a68160020f540390234,8a0ac94c0816cee64021c9c285d81ca7ffdf34ce02bc8a68160020f540390234,True,True,ok,True,True,0,True,True,ok,0.181
old_ticket_within_window,200,512,4,100,100,199,100,100,199,199,67d9f4446aab0505d47910c2b90c921eb121428883343e9267cfdd3d997f37b2,67d9f4446aab0505d47910c2b90c921eb121428883343e9267cfdd3d997f37b2,True,True,ok,True,True,0,True,True,ok,0.235
below_floor,200,512,4,100,100,200,200,100,200,200,5be177d575b29cb7fc07b6cae5ec3e7488192235fedb6e8942955ab977d5b5f2,5be177d575b29cb7fc07b6cae5ec3e7488192235fedb6e8942955ab977d5b5f2,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.141
control,200,512,5,100,100,100,100,100,100,100,13eb3f1894bc539e98ac854717cd5044d305eece21893567a622cd84266053d4,13eb3f1894bc539e98ac854717cd5044d305eece21893567a622cd84266053d4,True,True,ok,True,True,0,True,True,ok,0.181
ack_loss,200,512,5,100,100,149,100,100,149,149,40ec9cac8e0bfd7c231063ee6ef00bfaeff01a5d6646a0dd5a3bdfb0f0ad6cdf,40ec9cac8e0bfd7c231063ee6ef00bfaeff01a5d6646a0dd5a3bdfb0f0ad6cdf,True,True,ok,True,True,0,True,True,ok,0.272
old_ticket_within_window,200,512,5,100,100,199,100,100,199,199,3162b8439612621da53fedcde5d3a7d5b9611f295ab8e2d0d56034b00ae615d0,3162b8439612621da53fedcde5d3a7d5b9611f295ab8e2d0d56034b00ae615d0,True,True,ok,True,True,0,True,True,ok,0.193
below_floor,200,512,5,100,100,200,200,100,200,200,f954d4ba3bacaedecf3cd2ae218afa8d3895f013703eacd2f4d4f338848c55da,f954d4ba3bacaedecf3cd2ae218afa8d3895f013703eacd2f4d4f338848c55da,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.154
control,200,512,6,100,100,100,100,100,100,100,c12d36a6c12076ba795bf86fa056220105db801f4e3f4fc64eeaba7db05c37eb,c12d36a6c12076ba795bf86fa056220105db801f4e3f4fc64eeaba7db05c37eb,True,True,ok,True,True,0,True,True,ok,0.181
ack_loss,200,512,6,100,100,149,100,100,149,149,4cddebc77d3636340cc582236d0cd94647ba930af0d1384bc121befa883a5198,4cddebc77d3636340cc582236d0cd94647ba930af0d1384bc121befa883a5198,True,True,ok,True,True,0,True,True,ok,0.191
old_ticket_within_window,200,512,6,100,100,199,100,100,199,199,7327465613fddb66ae00118f315fdbdccd6af12cd3c2f611f86a8b6182a2a61f,7327465613fddb66ae00118f315fdbdccd6af12cd3c2f611f86a8b6182a2a61f,True,True,ok,True,True,0,True,True,ok,0.234
below_floor,200,512,6,100,100,200,200,100,200,200,edf3b4d1ad70b98077e535abd6c780c8e46589b0836370cb015ce9424793d55a,edf3b4d1ad70b98077e535abd6c780c8e46589b0836370cb015ce9424793d55a,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.141
control,200,512,7,100,100,100,100,100,100,100,5b43dde934e6744b33148f673270c88d8906809fc43a1b1e6fbc444177166753,5b43dde934e6744b33148f673270c88d8906809fc43a1b1e6fbc444177166753,True,True,ok,True,True,0,True,True,ok,0.188
ack_loss,200,512,7,100,100,149,100,100,149,149,432dabe36fcf25761cc20be6f7e968c9130311e22f7eb7ab40d2cf63e6c5e4ba,432dabe36fcf25761cc20be6f7e968c9130311e22f7eb7ab40d2cf63e6c5e4ba,True,True,ok,True,True,0,True,True,ok,0.177
old_ticket_within_window,200,512,7,100,100,199,100,100,199,199,4cae6de4af93628686ced9cc45e9e95575062a5d05931c46c606bf866a62fde0,4cae6de4af93628686ced9cc45e9e95575062a5d05931c46c606bf866a62fde0,True,True,ok,True,True,0,True,True,ok,0.201
below_floor,200,512,7,100,100,200,200,100,200,200,9d7c383b59c73b61fa0f179210b6a52309b66d75066f9691b31c482e5aec8574,9d7c383b59c73b61fa0f179210b6a52309b66d75066f9691b31c482e5aec8574,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.137
control,200,512,8,100,100,100,100,100,100,100,5b74143dec9369409a09569a16aee5fa376a3e69f429ffd101f0bb96111efb66,5b74143dec9369409a09569a16aee5fa376a3e69f429ffd101f0bb96111efb66,True,True,ok,True,True,0,True,True,ok,0.207
ack_loss,200,512,8,100,100,149,100,100,149,149,6563a62bba5dee89e478856ca01bf9b04a4f0ea2966294f9c048b12dbcc0c5ec,6563a62bba5dee89e478856ca01bf9b04a4f0ea2966294f9c048b12dbcc0c5ec,True,True,ok,True,True,0,True,True,ok,0.209
old_ticket_within_window,200,512,8,100,100,199,100,100,199,199,2b86b58592a46fadef82a54bc5348a2453eb1454a083031210322d6084515b3e,2b86b58592a46fadef82a54bc5348a2453eb1454a083031210322d6084515b3e,True,True,ok,True,True,0,True,True,ok,0.208
below_floor,200,512,8,100,100,200,200,100,200,200,bf217cf0662b84052b760e1fdbb7f99099e812ebf2b12125ff364861b4d21579,bf217cf0662b84052b760e1fdbb7f99099e812ebf2b12125ff364861b4d21579,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.143
control,200,512,9,100,100,100,100,100,100,100,eab14e35430018e9abcc8e668f2d718f838b5f231bf6160c6238da88944341e9,eab14e35430018e9abcc8e668f2d718f838b5f231bf6160c6238da88944341e9,True,True,ok,True,True,0,True,True,ok,0.265
ack_loss,200,512,9,100,100,149,100,100,149,149,d011268b9aef7c1482035670acf02e92fc89a9482f9101a0360e708593a0b5ac,d011268b9aef7c1482035670acf02e92fc89a9482f9101a0360e708593a0b5ac,True,True,ok,True,True,0,True,True,ok,0.276
old_ticket_within_window,200,512,9,100,100,199,100,100,199,199,f44752c48f2217930ded6979fcc8cf33f9d8df3b96868672f0bd22c05401f71f,f44752c48f2217930ded6979fcc8cf33f9d8df3b96868672f0bd22c05401f71f,True,True,ok,True,True,0,True,True,ok,0.213
below_floor,200,512,9,100,100,200,200,100,200,200,d98c9f4c7f82fc42613cfe15b5161c7d8a13a1186498b09edc3d1a8c36c87832,d98c9f4c7f82fc42613cfe15b5161c7d8a13a1186498b09edc3d1a8c36c87832,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.155
control,200,512,10,100,100,100,100,100,100,100,b405da72d275510f9a94ea51fc24f8840cc3789e198b6c32edbace08dd203a66,b405da72d275510f9a94ea51fc24f8840cc3789e198b6c32edbace08dd203a66,True,True,ok,True,True,0,True,True,ok,0.168
ack_loss,200,512,10,100,100,149,100,100,149,149,89ee86ef861d6119eba1235ef694d30efd94731ca458378c960703fccca7d6f9,89ee86ef861d6119eba1235ef694d30efd94731ca458378c960703fccca7d6f9,True,True,ok,True,True,0,True,True,ok,0.269
old_ticket_within_window,200,512,10,100,100,199,100,100,199,199,e6d1bc974eaaa00899eeff309295ccb33ee70654a4389b89ced633d0a913facb,e6d1bc974eaaa00899eeff309295ccb33ee70654a4389b89ced633d0a913facb,True,True,ok,True,True,0,True,True,ok,0.218
below_floor,200,512,10,100,100,200,200,100,200,200,bd969c70d886e363a116abb8384fc1d519505088936e34e0f390a7a3086a0d65,bd969c70d886e363a116abb8384fc1d519505088936e34e0f390a7a3086a0d65,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.147
control,200,512,11,100,100,100,100,100,100,100,2031020abb345c6e508bdc334dad82c5c2e13d83a094809a990ef04edacd0cde,2031020abb345c6e508bdc334dad82c5c2e13d83a094809a990ef04edacd0cde,True,True,ok,True,True,0,True,True,ok,0.172
ack_loss,200,512,11,100,100,149,100,100,149,149,bcb0957f883187cd3e8f889d594b1f9aa48294ed355107810ca57037d71f27ce,bcb0957f883187cd3e8f889d594b1f9aa48294ed355107810ca57037d71f27ce,True,True,ok,True,True,0,True,True,ok,0.221
old_ticket_within_window,200,512,11,100,100,199,100,100,199,199,8f4fa222b259cd4c23129730358f294ed90fec66ad6c1fa80a49fe32657d4779,8f4fa222b259cd4c23129730358f294ed90fec66ad6c1fa80a49fe32657d4779,True,True,ok,True,True,0,True,True,ok,0.28
below_floor,200,512,11,100,100,200,200,100,200,200,0527795fb836fff3ac972bf881bfd942b85621e8d9b911f335a14fb96854a686,0527795fb836fff3ac972bf881bfd942b85621e8d9b911f335a14fb96854a686,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.148
control,200,512,12,100,100,100,100,100,100,100,2d4a1325e3cbaf7612008c4b5e17455779f89db81623ce27b9307937b7642932,2d4a1325e3cbaf7612008c4b5e17455779f89db81623ce27b9307937b7642932,True,True,ok,True,True,0,True,True,ok,0.182
ack_loss,200,512,12,100,100,149,100,100,149,149,59aa850b62c9e120204d5823ac35e4b818f6b765f7859a341dab9d73c77eeb76,59aa850b62c9e120204d5823ac35e4b818f6b765f7859a341dab9d73c77eeb76,True,True,ok,True,True,0,True,True,ok,0.22
old_ticket_within_window,200,512,12,100,100,199,100,100,199,199,2b18e7ebb65c8db1eaa6a9a44d72b7386b0544ccb9244e2c1d3bc4c7fabad5e8,2b18e7ebb65c8db1eaa6a9a44d72b7386b0544ccb9244e2c1d3bc4c7fabad5e8,True,True,ok,True,True,0,True,True,ok,0.222
below_floor,200,512,12,100,100,200,200,100,200,200,a27a822768041a42a65ad71e2bd17726d9cccc141c035653ad4c5328ca885bfa,a27a822768041a42a65ad71e2bd17726d9cccc141c035653ad4c5328ca885bfa,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.363
control,200,512,13,100,100,100,100,100,100,100,ca7c6dc0e917f12ad2a9da0aadd66bc813e4f94f00ac3c428c9395c3fc0f2ac1,ca7c6dc0e917f12ad2a9da0aadd66bc813e4f94f00ac3c428c9395c3fc0f2ac1,True,True,ok,True,True,0,True,True,ok,0.247
ack_loss,200,512,13,100,100,149,100,100,149,149,3d0c19eb85ba87eb6cc5b42cf810779376a587e09703c310bb2dbac28f2433d3,3d0c19eb85ba87eb6cc5b42cf810779376a587e09703c310bb2dbac28f2433d3,True,True,ok,True,True,0,True,True,ok,0.224
old_ticket_within_window,200,512,13,100,100,199,100,100,199,199,faad53a6b496708999524341e8fcfbc8c9219dc30d9fff1fb7a9afecaaad03b1,faad53a6b496708999524341e8fcfbc8c9219dc30d9fff1fb7a9afecaaad03b1,True,True,ok,True,True,0,True,True,ok,0.243
below_floor,200,512,13,100,100,200,200,100,200,200,c60f276d5ca75300e2529e347cd05e0074e528ca64b5e560fe4317ae8713dc44,c60f276d5ca75300e2529e347cd05e0074e528ca64b5e560fe4317ae8713dc44,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.138
control,200,512,14,100,100,100,100,100,100,100,c020f5aa130aea5118ae3af725463fdc631f002c8087ef6abf0b6932b4ae34a5,c020f5aa130aea5118ae3af725463fdc631f002c8087ef6abf0b6932b4ae34a5,True,True,ok,True,True,0,True,True,ok,0.239
ack_loss,200,512,14,100,100,149,100,100,149,149,3bc2a15fb648f105e7479bea91b982b03efafb8aeaf4989b37fde13f5f27cdf4,3bc2a15fb648f105e7479bea91b982b03efafb8aeaf4989b37fde13f5f27cdf4,True,True,ok,True,True,0,True,True,ok,0.177
old_ticket_within_window,200,512,14,100,100,199,100,100,199,199,80acd3f6e354a46888ab7d60f3492dc6d21362f24c0a55c57fa2cfa4f5cce676,80acd3f6e354a46888ab7d60f3492dc6d21362f24c0a55c57fa2cfa4f5cce676,True,True,ok,True,True,0,True,True,ok,0.232
below_floor,200,512,14,100,100,200,200,100,200,200,c2ddae17faba7794986f0639c5f4c18120d361bb556621b346f60fae1c97cd75,c2ddae17faba7794986f0639c5f4c18120d361bb556621b346f60fae1c97cd75,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.177
control,200,512,15,100,100,100,100,100,100,100,641ff00d2cc21d7a2cf8749f58ff577a1ed4f97baed4e535bce8104546d1fa9e,641ff00d2cc21d7a2cf8749f58ff577a1ed4f97baed4e535bce8104546d1fa9e,True,True,ok,True,True,0,True,True,ok,0.225
ack_loss,200,512,15,100,100,149,100,100,149,149,56a2daf4e6306440fb7e79a37b067eb97e5b8a5d102835865818fb5921610276,56a2daf4e6306440fb7e79a37b067eb97e5b8a5d102835865818fb5921610276,True,True,ok,True,True,0,True,True,ok,0.207
old_ticket_within_window,200,512,15,100,100,199,100,100,199,199,34a87b4a4c3c90a3953869651600110e3eb80746d06bcea9c5b14e3ad541cf0a,34a87b4a4c3c90a3953869651600110e3eb80746d06bcea9c5b14e3ad541cf0a,True,True,ok,True,True,0,True,True,ok,0.221
below_floor,200,512,15,100,100,200,200,100,200,200,40a9ec18d9bce7cfdbecd32d5f91982e96d6f5d249ef6ea0be57da4b104a83df,40a9ec18d9bce7cfdbecd32d5f91982e96d6f5d249ef6ea0be57da4b104a83df,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.142
control,200,512,16,100,100,100,100,100,100,100,c36fc0baa18dd6f7250679cf014066c5e04b09788204ede1bd0287a769d4789b,c36fc0baa18dd6f7250679cf014066c5e04b09788204ede1bd0287a769d4789b,True,True,ok,True,True,0,True,True,ok,0.194
ack_loss,200,512,16,100,100,149,100,100,149,149,0f648c4539f5eb366424c1078daad57db7fce5bc913a0a7fb3bebf9734eed6c4,0f648c4539f5eb366424c1078daad57db7fce5bc913a0a7fb3bebf9734eed6c4,True,True,ok,True,True,0,True,True,ok,0.249
old_ticket_within_window,200,512,16,100,100,199,100,100,199,199,6276f5859207ef1e05d1055e4ca22f51766a15fe18f49cee08f53b3b9e91a54c,6276f5859207ef1e05d1055e4ca22f51766a15fe18f49cee08f53b3b9e91a54c,True,True,ok,True,True,0,True,True,ok,0.205
below_floor,200,512,16,100,100,200,200,100,200,200,f4faa2bfa4b96675a71b657dceb720e62ece60b60e931617bdf7ddf6bd3a1872,f4faa2bfa4b96675a71b657dceb720e62ece60b60e931617bdf7ddf6bd3a1872,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.225
control,200,512,17,100,100,100,100,100,100,100,be6ace38d55fa446e49e488d45f9caff940464944d7df0058e070d3bb3fa0fe6,be6ace38d55fa446e49e488d45f9caff940464944d7df0058e070d3bb3fa0fe6,True,True,ok,True,True,0,True,True,ok,0.289
